 no_of_dependents, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, loan_status, education_ Graduate, education_ Not Graduate, self_employed_ No, self_employed_ Yes,loan_status_encoded
3,800000,1500000,2,589,1500000,1100000,1800000,Approved,1.0,0.0,0.0,1.0,1
5,4000000,15500000,12,517,0,600000,12100000,Rejected,0.0,1.0,0.0,1.0,0
4,5100000,18600000,20,312,9600000,6000000,16500000,Rejected,0.0,1.0,0.0,1.0,0
0,3600000,7800000,14,376,9800000,6900000,11900000,Rejected,0.0,1.0,1.0,0.0,0
4,8100000,28000000,8,663,8800000,11300000,26000000,Approved,0.0,1.0,1.0,0.0,1
1,6900000,20900000,4,574,3200000,1800000,25000000,Approved,0.0,1.0,1.0,0.0,1
0,6000000,13100000,6,385,16600000,7600000,22000000,Rejected,0.0,1.0,1.0,0.0,0
2,1400000,3100000,4,881,3700000,400000,5000000,Approved,0.0,1.0,1.0,0.0,1
2,8600000,24900000,20,607,13600000,7600000,31800000,Approved,1.0,0.0,0.0,1.0,1
0,3700000,12700000,14,797,1300000,1100000,12300000,Approved,0.0,1.0,1.0,0.0,1
3,6900000,27400000,4,406,10200000,6500000,23900000,Approved,0.0,1.0,1.0,0.0,1
4,1100000,3600000,14,711,2500000,500000,3600000,Approved,1.0,0.0,0.0,1.0,1
0,7600000,26500000,6,515,6200000,14900000,22000000,Rejected,0.0,1.0,1.0,0.0,0
4,3500000,10700000,8,883,200000,2300000,8400000,Approved,1.0,0.0,0.0,1.0,1
1,7900000,24000000,12,867,20500000,10000000,30700000,Approved,1.0,0.0,1.0,0.0,1
2,4500000,17200000,6,832,2700000,8500000,10900000,Approved,1.0,0.0,1.0,0.0,1
2,500000,1500000,2,888,1500000,300000,1500000,Approved,1.0,0.0,1.0,0.0,1
4,7900000,31400000,10,654,16500000,15200000,25400000,Approved,0.0,1.0,0.0,1.0,1
0,6100000,19700000,16,678,13700000,2300000,19300000,Approved,1.0,0.0,0.0,1.0,1
3,8000000,24400000,14,399,19100000,5400000,20600000,Rejected,0.0,1.0,0.0,1.0,0
2,8300000,30100000,16,636,5200000,5100000,33100000,Approved,1.0,0.0,0.0,1.0,1
5,9800000,23200000,10,416,11000000,17300000,21600000,Rejected,0.0,1.0,0.0,1.0,0
4,8900000,34000000,20,415,13500000,3100000,33600000,Rejected,1.0,0.0,0.0,1.0,0
1,6800000,17000000,2,744,15500000,3900000,23700000,Approved,0.0,1.0,0.0,1.0,1
0,2000000,4700000,2,820,4700000,500000,7900000,Approved,0.0,1.0,1.0,0.0,1
2,1700000,5100000,18,321,2000000,2800000,5100000,Rejected,0.0,1.0,0.0,1.0,0
5,5300000,14000000,6,633,11800000,4500000,12800000,Approved,1.0,0.0,0.0,1.0,1
5,7600000,16500000,8,534,8900000,10300000,24900000,Rejected,0.0,1.0,0.0,1.0,0
2,8200000,30600000,10,343,9800000,11500000,16900000,Rejected,0.0,1.0,1.0,0.0,0
0,6400000,14000000,8,486,5100000,12700000,23900000,Rejected,1.0,0.0,1.0,0.0,0
0,7900000,22700000,18,508,6600000,7000000,31600000,Rejected,1.0,0.0,1.0,0.0,0
1,4700000,16000000,14,406,4000000,5300000,14300000,Rejected,0.0,1.0,0.0,1.0,0
1,9900000,30900000,20,559,12100000,6100000,38600000,Approved,0.0,1.0,0.0,1.0,1
2,3800000,7600000,20,788,1700000,5200000,9200000,Approved,0.0,1.0,0.0,1.0,1
3,9800000,28300000,2,715,19500000,9600000,28800000,Approved,1.0,0.0,1.0,0.0,1
0,400000,1200000,14,889,1100000,200000,700000,Approved,1.0,0.0,0.0,1.0,1
2,3700000,13900000,2,405,5900000,3200000,9100000,Approved,0.0,1.0,0.0,1.0,1
4,4300000,13900000,2,894,10100000,100000,8600000,Approved,0.0,1.0,1.0,0.0,1
4,7700000,24500000,20,582,9800000,6600000,29100000,Approved,0.0,1.0,1.0,0.0,1
1,2700000,6800000,20,713,500000,3300000,6100000,Approved,1.0,0.0,1.0,0.0,1
3,7800000,27700000,6,430,2000000,8000000,26100000,Rejected,1.0,0.0,0.0,1.0,0
1,2500000,6900000,20,495,4800000,3300000,5700000,Rejected,1.0,0.0,1.0,0.0,0
1,1000000,3900000,16,360,2500000,300000,2100000,Rejected,0.0,1.0,0.0,1.0,0
0,2400000,5200000,16,740,6300000,1000000,7500000,Approved,0.0,1.0,0.0,1.0,1
3,2300000,7400000,2,682,6500000,2400000,7600000,Approved,0.0,1.0,1.0,0.0,1
3,4600000,13600000,20,729,1300000,8900000,17200000,Approved,0.0,1.0,0.0,1.0,1
3,1300000,4300000,18,412,600000,900000,5200000,Rejected,1.0,0.0,0.0,1.0,0
5,7600000,25700000,4,607,12900000,13600000,29100000,Approved,0.0,1.0,0.0,1.0,1
4,300000,600000,6,365,-100000,400000,600000,Rejected,0.0,1.0,1.0,0.0,0
4,2600000,6200000,14,421,2500000,2200000,8900000,Rejected,1.0,0.0,0.0,1.0,0
3,700000,1600000,18,303,600000,500000,2000000,Rejected,0.0,1.0,0.0,1.0,0
0,6200000,16200000,6,508,5600000,5700000,21500000,Rejected,0.0,1.0,0.0,1.0,0
5,3300000,11800000,16,845,6000000,1500000,9200000,Approved,1.0,0.0,1.0,0.0,1
3,1900000,4100000,12,830,4600000,1100000,5300000,Approved,1.0,0.0,1.0,0.0,1
2,8200000,23600000,6,495,23000000,10600000,27200000,Rejected,1.0,0.0,0.0,1.0,0
1,1900000,7100000,2,834,3900000,2300000,5800000,Approved,0.0,1.0,1.0,0.0,1
0,8600000,31800000,2,895,22600000,15900000,19600000,Approved,1.0,0.0,1.0,0.0,1
4,400000,1500000,2,669,-100000,600000,900000,Approved,0.0,1.0,0.0,1.0,1
3,2100000,7700000,6,703,700000,4000000,8200000,Approved,1.0,0.0,1.0,0.0,1
3,9000000,18600000,16,518,18400000,17600000,28900000,Rejected,1.0,0.0,0.0,1.0,0
3,9200000,35500000,2,715,11100000,11800000,19800000,Approved,0.0,1.0,1.0,0.0,1
3,800000,2500000,20,395,1500000,300000,1600000,Rejected,1.0,0.0,0.0,1.0,0
2,1700000,3400000,8,691,2700000,2800000,6000000,Approved,1.0,0.0,0.0,1.0,1
4,5700000,13300000,2,333,9400000,3000000,11800000,Rejected,0.0,1.0,1.0,0.0,0
1,500000,1300000,14,619,1500000,100000,2000000,Approved,1.0,0.0,1.0,0.0,1
1,3500000,10800000,14,632,6900000,1500000,10900000,Approved,1.0,0.0,0.0,1.0,1
5,4400000,11800000,20,634,5900000,7300000,15200000,Approved,1.0,0.0,0.0,1.0,1
3,5400000,15800000,18,760,12700000,2300000,16400000,Approved,0.0,1.0,1.0,0.0,1
3,3400000,7200000,12,733,4800000,2700000,8100000,Approved,1.0,0.0,0.0,1.0,1
3,8800000,18100000,6,699,6400000,2100000,18500000,Approved,1.0,0.0,1.0,0.0,1
3,6400000,23000000,8,520,12100000,11400000,16000000,Rejected,0.0,1.0,1.0,0.0,0
3,5200000,11000000,12,830,8900000,5100000,16000000,Approved,0.0,1.0,0.0,1.0,1
4,1900000,5600000,2,832,2700000,3300000,7100000,Approved,0.0,1.0,1.0,0.0,1
0,2900000,10800000,20,694,6400000,200000,10600000,Approved,1.0,0.0,0.0,1.0,1
4,4500000,15300000,10,843,13200000,6900000,10800000,Approved,1.0,0.0,1.0,0.0,1
1,800000,2800000,16,726,2000000,1300000,3100000,Approved,0.0,1.0,0.0,1.0,1
1,1800000,6300000,12,749,4200000,200000,3800000,Approved,1.0,0.0,0.0,1.0,1
1,5200000,14300000,18,650,5400000,2300000,17600000,Approved,1.0,0.0,0.0,1.0,1
0,6200000,12900000,10,695,1900000,3700000,22200000,Approved,0.0,1.0,1.0,0.0,1
3,4600000,17900000,8,396,10700000,4000000,12300000,Rejected,0.0,1.0,1.0,0.0,0
2,8100000,24800000,6,307,200000,4000000,31100000,Rejected,0.0,1.0,1.0,0.0,0
4,5300000,10700000,12,547,1000000,10200000,11600000,Rejected,1.0,0.0,0.0,1.0,0
2,3800000,14500000,16,567,2400000,2600000,10500000,Approved,0.0,1.0,0.0,1.0,1
4,4000000,8400000,8,717,7400000,4900000,11900000,Approved,1.0,0.0,0.0,1.0,1
2,7100000,21400000,12,699,11400000,13400000,22600000,Approved,1.0,0.0,1.0,0.0,1
3,7800000,21100000,12,717,1200000,10700000,19900000,Approved,0.0,1.0,1.0,0.0,1
4,400000,1000000,10,447,0,300000,900000,Rejected,0.0,1.0,1.0,0.0,0
4,1300000,3600000,10,657,3200000,1900000,2900000,Approved,1.0,0.0,1.0,0.0,1
4,2300000,5800000,8,469,6100000,4200000,7900000,Rejected,0.0,1.0,0.0,1.0,0
5,3200000,11800000,16,565,8100000,2700000,9200000,Approved,0.0,1.0,0.0,1.0,1
5,8500000,23400000,16,604,25100000,16500000,24500000,Approved,0.0,1.0,1.0,0.0,1
5,1500000,4900000,6,618,3400000,1000000,3200000,Approved,1.0,0.0,0.0,1.0,1
1,8700000,27500000,16,815,8000000,13400000,23600000,Approved,0.0,1.0,0.0,1.0,1
5,1800000,6200000,18,366,3500000,2400000,6300000,Rejected,0.0,1.0,1.0,0.0,0
4,4700000,10300000,12,710,7500000,7700000,16900000,Approved,0.0,1.0,1.0,0.0,1
1,1400000,4200000,4,881,2800000,1200000,5100000,Approved,1.0,0.0,0.0,1.0,1
2,1900000,6500000,16,887,2000000,1200000,4500000,Approved,1.0,0.0,0.0,1.0,1
3,8500000,30300000,12,762,12700000,3700000,20000000,Approved,0.0,1.0,0.0,1.0,1
2,8300000,20800000,6,667,19300000,4100000,25400000,Approved,0.0,1.0,1.0,0.0,1
5,400000,1400000,4,483,1100000,700000,800000,Approved,0.0,1.0,0.0,1.0,1
3,3900000,14000000,18,829,5200000,4000000,11600000,Approved,1.0,0.0,0.0,1.0,1
2,5600000,16700000,14,856,400000,10200000,14700000,Approved,0.0,1.0,0.0,1.0,1
0,5000000,14400000,4,874,3000000,9300000,14100000,Approved,1.0,0.0,1.0,0.0,1
1,800000,2400000,16,872,2400000,1200000,1900000,Approved,1.0,0.0,1.0,0.0,1
5,9200000,23600000,12,656,1400000,11200000,36400000,Approved,0.0,1.0,0.0,1.0,1
3,7400000,18200000,14,302,5600000,3100000,17900000,Rejected,1.0,0.0,0.0,1.0,0
1,2000000,5000000,6,876,500000,2900000,5800000,Approved,1.0,0.0,1.0,0.0,1
0,7500000,16600000,14,440,17200000,14500000,24100000,Rejected,1.0,0.0,0.0,1.0,0
3,7500000,25200000,8,316,1000000,800000,18300000,Rejected,0.0,1.0,1.0,0.0,0
1,3000000,9400000,4,622,600000,3500000,9600000,Approved,1.0,0.0,1.0,0.0,1
3,6300000,17000000,16,388,11700000,2100000,16100000,Rejected,1.0,0.0,1.0,0.0,0
1,6800000,22900000,6,576,500000,11100000,13800000,Approved,1.0,0.0,0.0,1.0,1
4,8600000,20900000,10,867,24300000,7200000,23700000,Approved,0.0,1.0,1.0,0.0,1
1,8300000,30000000,18,350,12800000,10800000,23800000,Rejected,1.0,0.0,1.0,0.0,0
0,4000000,14500000,2,713,6200000,4900000,12200000,Approved,1.0,0.0,0.0,1.0,1
4,4800000,9900000,14,779,5200000,9300000,18600000,Approved,1.0,0.0,0.0,1.0,1
4,3500000,10200000,12,333,7600000,6400000,8100000,Rejected,0.0,1.0,1.0,0.0,0
3,3600000,13200000,16,557,9800000,4000000,9900000,Approved,0.0,1.0,0.0,1.0,1
3,9400000,21900000,16,685,8100000,5600000,34500000,Approved,1.0,0.0,1.0,0.0,1
5,8000000,29800000,18,867,17700000,14100000,22800000,Approved,1.0,0.0,0.0,1.0,1
4,200000,700000,10,672,200000,200000,300000,Approved,0.0,1.0,0.0,1.0,1
2,1900000,7000000,14,818,4800000,3500000,4500000,Approved,0.0,1.0,0.0,1.0,1
2,3100000,10500000,10,751,5500000,5900000,9000000,Approved,0.0,1.0,1.0,0.0,1
1,9900000,39500000,12,808,11800000,3700000,30200000,Approved,1.0,0.0,0.0,1.0,1
5,3800000,12000000,2,649,6200000,5300000,10300000,Approved,1.0,0.0,0.0,1.0,1
4,7500000,16200000,4,310,10800000,14300000,14900000,Rejected,1.0,0.0,1.0,0.0,0
0,8800000,25600000,10,715,25300000,2500000,34900000,Approved,0.0,1.0,0.0,1.0,1
2,6600000,25800000,18,598,3800000,3100000,16400000,Approved,1.0,0.0,1.0,0.0,1
5,8400000,19500000,6,815,5300000,2500000,24000000,Approved,0.0,1.0,1.0,0.0,1
4,8700000,19800000,14,715,13500000,13400000,32000000,Approved,1.0,0.0,1.0,0.0,1
3,7600000,26600000,4,689,5300000,600000,24300000,Approved,0.0,1.0,1.0,0.0,1
5,6000000,14700000,18,462,15400000,9700000,13800000,Rejected,0.0,1.0,0.0,1.0,0
0,8400000,19800000,16,674,500000,12200000,27400000,Approved,1.0,0.0,1.0,0.0,1
0,1500000,3600000,14,747,200000,1400000,3000000,Approved,1.0,0.0,1.0,0.0,1
4,6200000,18300000,4,900,16900000,3400000,15300000,Approved,0.0,1.0,0.0,1.0,1
2,2100000,4600000,4,348,5400000,0,7400000,Rejected,0.0,1.0,0.0,1.0,0
2,2300000,5000000,8,884,1400000,1700000,6100000,Approved,0.0,1.0,1.0,0.0,1
5,3500000,13500000,10,535,3100000,5700000,12500000,Rejected,1.0,0.0,0.0,1.0,0
1,9600000,35900000,8,534,24500000,17700000,31900000,Rejected,1.0,0.0,0.0,1.0,0
2,5300000,13200000,10,500,4700000,9800000,20400000,Rejected,1.0,0.0,1.0,0.0,0
0,5900000,20300000,4,806,300000,3700000,16400000,Approved,0.0,1.0,1.0,0.0,1
0,2300000,6000000,16,756,2900000,2100000,7500000,Approved,0.0,1.0,0.0,1.0,1
0,3900000,14600000,2,730,9200000,4000000,14600000,Approved,0.0,1.0,1.0,0.0,1
5,6800000,22600000,2,804,3500000,12500000,18200000,Approved,1.0,0.0,0.0,1.0,1
4,5400000,11500000,20,705,14600000,3800000,13500000,Approved,1.0,0.0,0.0,1.0,1
0,2200000,8000000,14,335,2800000,3700000,6900000,Rejected,0.0,1.0,0.0,1.0,0
2,5100000,16800000,2,504,6400000,2700000,17100000,Approved,0.0,1.0,0.0,1.0,1
5,9300000,22000000,4,822,20900000,10000000,24200000,Approved,0.0,1.0,1.0,0.0,1
0,4700000,14400000,14,881,11000000,6100000,17600000,Approved,1.0,0.0,1.0,0.0,1
1,7500000,29800000,18,770,1400000,5200000,28000000,Approved,1.0,0.0,0.0,1.0,1
0,7400000,25500000,6,463,2300000,5600000,26800000,Rejected,0.0,1.0,1.0,0.0,0
0,5500000,16300000,10,724,11900000,1500000,11900000,Approved,0.0,1.0,0.0,1.0,1
0,2300000,6000000,8,690,5500000,2900000,6000000,Approved,1.0,0.0,0.0,1.0,1
1,1600000,3300000,2,513,400000,1300000,4600000,Rejected,1.0,0.0,1.0,0.0,0
1,8700000,28300000,8,402,20400000,13600000,27900000,Rejected,0.0,1.0,0.0,1.0,0
4,6000000,18700000,2,623,4300000,4000000,19100000,Approved,0.0,1.0,1.0,0.0,1
1,1000000,3600000,4,570,1000000,1300000,3700000,Approved,1.0,0.0,1.0,0.0,1
4,3500000,8300000,2,897,7900000,5500000,12600000,Approved,0.0,1.0,0.0,1.0,1
5,4800000,10300000,8,781,4800000,6800000,11100000,Approved,1.0,0.0,0.0,1.0,1
4,6900000,20800000,4,839,2600000,2400000,16100000,Approved,1.0,0.0,1.0,0.0,1
2,1500000,5000000,4,613,4400000,1300000,5200000,Approved,0.0,1.0,0.0,1.0,1
3,5800000,19600000,16,313,11100000,8100000,22700000,Rejected,1.0,0.0,1.0,0.0,0
0,9400000,27900000,6,456,21400000,18500000,35600000,Rejected,1.0,0.0,1.0,0.0,0
1,4900000,16500000,12,439,7500000,1400000,10300000,Rejected,1.0,0.0,0.0,1.0,0
5,8200000,18500000,4,394,9600000,5700000,27400000,Rejected,1.0,0.0,1.0,0.0,0
3,500000,1900000,18,618,-100000,600000,1000000,Approved,1.0,0.0,0.0,1.0,1
5,5700000,11500000,2,732,15800000,3700000,15600000,Approved,1.0,0.0,0.0,1.0,1
2,8000000,31900000,16,806,19900000,1800000,23200000,Approved,1.0,0.0,1.0,0.0,1
1,9300000,27500000,6,364,12200000,13800000,25300000,Rejected,0.0,1.0,1.0,0.0,0
5,5900000,13400000,6,455,3200000,11200000,21600000,Rejected,1.0,0.0,1.0,0.0,0
2,2800000,8400000,10,534,8300000,4800000,10600000,Rejected,1.0,0.0,0.0,1.0,0
1,200000,300000,12,697,600000,300000,700000,Approved,1.0,0.0,1.0,0.0,1
2,8100000,17500000,4,674,10800000,12700000,23200000,Approved,0.0,1.0,1.0,0.0,1
4,2400000,8000000,18,393,-100000,200000,7600000,Rejected,0.0,1.0,1.0,0.0,0
2,2700000,9400000,14,701,400000,3400000,9900000,Approved,0.0,1.0,0.0,1.0,1
4,7600000,20000000,18,691,5000000,8700000,23400000,Approved,0.0,1.0,0.0,1.0,1
0,5800000,12700000,12,528,8400000,7300000,19600000,Rejected,1.0,0.0,0.0,1.0,0
2,5300000,21200000,14,516,2200000,5000000,20900000,Rejected,0.0,1.0,0.0,1.0,0
3,3700000,12700000,18,587,11000000,3100000,8800000,Approved,0.0,1.0,0.0,1.0,1
3,7800000,25600000,6,523,13600000,7100000,20800000,Rejected,1.0,0.0,0.0,1.0,0
3,1300000,3100000,14,348,1500000,600000,3900000,Rejected,1.0,0.0,1.0,0.0,0
2,2700000,6700000,8,413,7600000,800000,9200000,Rejected,0.0,1.0,1.0,0.0,0
3,4000000,10400000,14,609,2100000,6900000,11700000,Approved,0.0,1.0,0.0,1.0,1
5,3000000,8000000,6,333,3200000,400000,8200000,Rejected,1.0,0.0,1.0,0.0,0
2,5000000,14700000,12,837,2200000,7200000,11700000,Approved,0.0,1.0,1.0,0.0,1
1,500000,1300000,6,670,1000000,500000,1400000,Approved,1.0,0.0,1.0,0.0,1
4,5500000,18600000,12,569,13500000,6200000,19700000,Approved,1.0,0.0,1.0,0.0,1
1,8900000,28400000,6,709,21600000,5500000,26200000,Approved,0.0,1.0,1.0,0.0,1
5,2100000,6500000,10,796,2400000,2800000,7300000,Approved,0.0,1.0,0.0,1.0,1
2,6900000,18700000,10,699,12800000,5700000,21200000,Approved,0.0,1.0,1.0,0.0,1
5,6500000,13400000,18,787,18200000,300000,16200000,Approved,1.0,0.0,1.0,0.0,1
4,6900000,16500000,8,426,3900000,5200000,18300000,Rejected,1.0,0.0,1.0,0.0,0
5,5200000,20700000,2,538,3200000,2000000,14600000,Approved,1.0,0.0,1.0,0.0,1
2,1200000,4100000,8,497,2700000,700000,3700000,Rejected,0.0,1.0,1.0,0.0,0
0,1800000,6000000,12,658,2900000,2300000,4500000,Approved,1.0,0.0,0.0,1.0,1
0,6000000,22000000,12,826,1400000,2000000,14100000,Approved,0.0,1.0,1.0,0.0,1
4,4200000,15500000,18,794,7300000,700000,13400000,Approved,0.0,1.0,1.0,0.0,1
3,1600000,6200000,18,636,3400000,700000,5300000,Approved,0.0,1.0,1.0,0.0,1
0,6800000,17300000,18,841,10500000,8600000,16000000,Approved,0.0,1.0,0.0,1.0,1
0,600000,2300000,4,319,1600000,800000,2300000,Approved,1.0,0.0,0.0,1.0,1
5,6000000,11900000,2,629,2500000,0,19200000,Approved,1.0,0.0,0.0,1.0,1
3,900000,2000000,18,772,2300000,700000,3500000,Approved,0.0,1.0,0.0,1.0,1
4,5600000,14800000,20,656,9600000,9200000,11600000,Approved,0.0,1.0,1.0,0.0,1
1,8900000,20000000,2,653,12700000,600000,17800000,Approved,0.0,1.0,1.0,0.0,1
3,4100000,11700000,10,729,6900000,6200000,15400000,Approved,1.0,0.0,1.0,0.0,1
4,8000000,25500000,4,722,17200000,13900000,26200000,Approved,1.0,0.0,1.0,0.0,1
0,6800000,15300000,14,699,19900000,2600000,13900000,Approved,0.0,1.0,0.0,1.0,1
3,5100000,11000000,16,826,11800000,2900000,12900000,Approved,0.0,1.0,1.0,0.0,1
3,9800000,21000000,12,342,25400000,16600000,26900000,Rejected,1.0,0.0,1.0,0.0,0
0,6500000,20200000,16,842,8300000,12200000,14300000,Approved,1.0,0.0,1.0,0.0,1
3,8500000,30800000,14,745,11000000,8200000,19400000,Approved,0.0,1.0,1.0,0.0,1
1,7600000,29300000,14,690,13900000,4000000,30000000,Approved,1.0,0.0,0.0,1.0,1
1,3300000,10600000,14,742,300000,600000,8400000,Approved,1.0,0.0,0.0,1.0,1
1,8700000,33200000,4,866,19600000,15900000,23700000,Approved,1.0,0.0,1.0,0.0,1
1,5200000,20500000,10,407,1100000,3400000,18200000,Rejected,0.0,1.0,0.0,1.0,0
0,7300000,22600000,12,851,3300000,3400000,24800000,Approved,0.0,1.0,0.0,1.0,1
2,4400000,10000000,20,516,7400000,7600000,12200000,Rejected,1.0,0.0,0.0,1.0,0
2,2500000,7200000,16,315,5500000,3300000,4900000,Rejected,0.0,1.0,0.0,1.0,0
4,5800000,13300000,14,742,16100000,9300000,16300000,Approved,0.0,1.0,0.0,1.0,1
0,9500000,22600000,6,861,24700000,13200000,29000000,Approved,1.0,0.0,1.0,0.0,1
3,1500000,4100000,14,611,600000,2000000,4800000,Approved,1.0,0.0,0.0,1.0,1
3,6300000,18300000,18,543,1800000,9400000,17700000,Rejected,1.0,0.0,1.0,0.0,0
2,800000,3200000,10,584,0,200000,2100000,Rejected,1.0,0.0,0.0,1.0,0
2,1200000,4500000,10,555,100000,1100000,2700000,Approved,0.0,1.0,0.0,1.0,1
2,4000000,13000000,10,552,3700000,1600000,15600000,Approved,1.0,0.0,0.0,1.0,1
2,7500000,19900000,10,790,3500000,13000000,19900000,Approved,1.0,0.0,1.0,0.0,1
4,1600000,6200000,18,554,3200000,800000,5500000,Approved,0.0,1.0,1.0,0.0,1
1,7800000,24900000,6,500,15300000,10000000,16500000,Rejected,0.0,1.0,1.0,0.0,0
4,6900000,16300000,8,606,5800000,900000,23700000,Approved,1.0,0.0,0.0,1.0,1
0,6900000,20700000,16,857,17100000,13700000,14600000,Approved,1.0,0.0,1.0,0.0,1
4,6700000,18400000,10,371,1900000,1400000,15700000,Rejected,0.0,1.0,0.0,1.0,0
5,7300000,21000000,14,759,15500000,8000000,20300000,Approved,1.0,0.0,0.0,1.0,1
2,4600000,16000000,4,720,0,4000000,12300000,Approved,0.0,1.0,0.0,1.0,1
5,6500000,18100000,10,360,15700000,10600000,20200000,Rejected,1.0,0.0,0.0,1.0,0
2,1600000,3800000,10,837,3800000,1100000,5500000,Approved,1.0,0.0,1.0,0.0,1
1,9000000,18800000,8,797,4100000,9400000,22900000,Approved,1.0,0.0,0.0,1.0,1
5,8300000,31800000,16,858,24600000,11100000,26300000,Approved,1.0,0.0,1.0,0.0,1
1,6000000,23300000,12,672,2000000,11300000,19600000,Approved,1.0,0.0,0.0,1.0,1
3,2700000,10600000,8,840,500000,3000000,9000000,Approved,0.0,1.0,0.0,1.0,1
5,5100000,13500000,20,840,1400000,5300000,14700000,Approved,0.0,1.0,1.0,0.0,1
3,8900000,21300000,10,467,18700000,2600000,31800000,Rejected,1.0,0.0,1.0,0.0,0
2,6300000,23200000,12,556,7000000,8300000,24200000,Approved,1.0,0.0,0.0,1.0,1
5,9400000,35300000,16,302,4100000,12500000,37000000,Rejected,0.0,1.0,0.0,1.0,0
4,6400000,21300000,20,332,3600000,9100000,16200000,Rejected,0.0,1.0,0.0,1.0,0
4,2500000,5300000,10,540,2300000,2800000,7100000,Rejected,1.0,0.0,0.0,1.0,0
1,7300000,23700000,16,852,9400000,6800000,22600000,Approved,0.0,1.0,1.0,0.0,1
4,5100000,18800000,10,694,6400000,5300000,13500000,Approved,1.0,0.0,1.0,0.0,1
0,1300000,4700000,16,530,3200000,1000000,3800000,Rejected,1.0,0.0,0.0,1.0,0
5,8500000,25400000,4,336,8500000,1200000,30600000,Rejected,1.0,0.0,1.0,0.0,0
0,500000,1200000,14,556,900000,0,1800000,Approved,1.0,0.0,1.0,0.0,1
0,4700000,15500000,16,311,12800000,200000,17500000,Rejected,0.0,1.0,1.0,0.0,0
1,9500000,35400000,14,439,400000,1200000,20200000,Rejected,1.0,0.0,0.0,1.0,0
0,5800000,21100000,6,414,7900000,2400000,16000000,Rejected,1.0,0.0,1.0,0.0,0
3,5500000,17600000,8,882,5800000,7800000,20300000,Approved,0.0,1.0,1.0,0.0,1
2,2100000,4700000,2,546,6000000,3200000,5700000,Rejected,0.0,1.0,1.0,0.0,0
1,3700000,8700000,20,885,6200000,3500000,10900000,Approved,1.0,0.0,1.0,0.0,1
5,7200000,17500000,4,380,2300000,400000,17500000,Rejected,1.0,0.0,1.0,0.0,0
3,1400000,3300000,2,652,100000,2100000,3500000,Approved,1.0,0.0,1.0,0.0,1
0,9200000,29400000,2,868,9200000,13800000,32000000,Approved,1.0,0.0,0.0,1.0,1
1,4600000,15200000,4,593,13800000,3800000,11700000,Approved,0.0,1.0,1.0,0.0,1
5,8400000,31900000,10,605,18900000,10300000,22000000,Approved,0.0,1.0,0.0,1.0,1
1,8100000,30900000,12,464,13600000,9800000,17900000,Rejected,0.0,1.0,0.0,1.0,0
2,2700000,10300000,10,736,1000000,0,6200000,Approved,1.0,0.0,1.0,0.0,1
4,500000,1300000,18,762,1400000,0,1600000,Approved,0.0,1.0,0.0,1.0,1
5,5300000,13400000,8,719,1600000,200000,11400000,Approved,1.0,0.0,1.0,0.0,1
3,6200000,21300000,12,655,6500000,11600000,19200000,Approved,1.0,0.0,1.0,0.0,1
1,4900000,19100000,14,677,5400000,9100000,17700000,Approved,1.0,0.0,0.0,1.0,1
1,7600000,23900000,12,692,500000,12200000,27000000,Approved,1.0,0.0,0.0,1.0,1
1,1400000,3300000,8,306,3200000,800000,2700000,Rejected,0.0,1.0,1.0,0.0,0
3,8300000,22700000,2,650,3600000,16000000,18000000,Approved,1.0,0.0,0.0,1.0,1
5,6300000,13200000,16,321,6700000,4000000,15200000,Rejected,1.0,0.0,0.0,1.0,0
3,5900000,14400000,10,408,2400000,5100000,23000000,Rejected,1.0,0.0,1.0,0.0,0
0,1000000,3200000,8,304,500000,600000,3700000,Rejected,1.0,0.0,0.0,1.0,0
5,8200000,28900000,4,485,16500000,3000000,19400000,Approved,1.0,0.0,0.0,1.0,1
4,4800000,14000000,2,695,11300000,1700000,15400000,Approved,1.0,0.0,1.0,0.0,1
3,4100000,15500000,6,667,2800000,1600000,14700000,Approved,1.0,0.0,0.0,1.0,1
5,9000000,18000000,18,509,24600000,5200000,20000000,Rejected,1.0,0.0,1.0,0.0,0
5,300000,900000,6,492,800000,300000,700000,Rejected,1.0,0.0,1.0,0.0,0
4,7900000,29900000,8,314,22000000,4600000,26000000,Rejected,1.0,0.0,1.0,0.0,0
2,6700000,21400000,8,370,3200000,11800000,20100000,Rejected,1.0,0.0,1.0,0.0,0
4,2200000,7900000,18,848,5100000,1700000,8500000,Approved,1.0,0.0,0.0,1.0,1
3,1400000,3800000,8,840,1700000,200000,5300000,Approved,1.0,0.0,1.0,0.0,1
5,1400000,5300000,12,778,1600000,700000,4400000,Approved,0.0,1.0,1.0,0.0,1
1,8000000,31900000,12,504,23800000,1500000,22100000,Rejected,1.0,0.0,1.0,0.0,0
1,8400000,21800000,2,492,4000000,11000000,18200000,Rejected,1.0,0.0,1.0,0.0,0
0,6500000,24700000,6,554,2700000,1100000,22700000,Approved,0.0,1.0,1.0,0.0,1
2,6500000,14100000,2,709,1000000,12700000,20900000,Approved,0.0,1.0,1.0,0.0,1
4,4900000,10200000,18,370,10900000,2200000,13700000,Rejected,1.0,0.0,0.0,1.0,0
2,4700000,13700000,6,506,1300000,7900000,16700000,Rejected,0.0,1.0,0.0,1.0,0
1,9800000,36000000,12,629,28000000,4100000,29800000,Approved,0.0,1.0,0.0,1.0,1
